Trap Date,Genus,Specific Epithet,Gender,IDd,Count,Trap Region,Include,Comparison Group,Latitude,Longitude,Location
09/15/2015 12:00:00 AM,Aedes,vexans,Female,,3,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
05/12/1998 12:00:00 AM,Male,UnID,Male,UnID,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
08/28/2001 12:00:00 AM,Culex,tarsalis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
08/17/2004 12:00:00 AM,Culex,territans,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
05/15/2018 12:00:00 AM,Culiseta,impatiens,Female,,2,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.559020000000004)
09/13/2016 12:00:00 AM,Male,UnID,Male,UnID,10,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
08/07/2018 12:00:00 AM,Aedes,vexans,Female,,11,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/16/2005 12:00:00 AM,Aedes,vexans,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
05/15/2012 12:00:00 AM,Anopheles,earlei,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
09/20/2016 12:00:00 AM,Aedes,vexans,Female,,42,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
08/16/2016 12:00:00 AM,Male,UnID,Male,UnID,530,Outer Community-North,,Outer,53.77447650,-113.58571530,POINT (-113.5857153 53.7744765)
07/30/2019 12:00:00 AM,Aedes,dorsalis,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
09/16/2014 12:00:00 AM,Male,UnID,Male,UnID,19,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/02/2009 12:00:00 AM,Culiseta,inornata,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
06/13/2017 12:00:00 AM,Aedes,dorsalis,Female,,1,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
07/12/2016 12:00:00 AM,Misc,UnID,Female,UnID,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/16/2015 12:00:00 AM,Male,UnID,Male,UnID,13,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/29/2017 12:00:00 AM,Aedes,vexans,Female,,21,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/20/2017 12:00:00 AM,Culiseta,inornata,Female,,5,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
09/27/2016 12:00:00 AM,Aedes,vexans,Female,,4,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/15/2017 12:00:00 AM,Culex,territans,Female,,1,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
06/24/1997 12:00:00 AM,Aedes,spp.,Female,UnID,2,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
06/23/2015 12:00:00 AM,Male,UnID,Male,UnID,11,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
09/16/2014 12:00:00 AM,Aedes,vexans,Female,,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
09/18/1990 12:00:00 AM,Culex,territans,Female,,11,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
09/24/2013 12:00:00 AM,Aedes,dorsalis,Female,,1,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
08/21/2012 12:00:00 AM,Male,UnID,Male,UnID,57,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
07/01/2014 12:00:00 AM,Aedes,vexans,Female,,27,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/25/2013 12:00:00 AM,Male,UnID,Male,UnID,160,Outer Community-North,,Outer,53.77447650,-113.58571530,POINT (-113.5857153 53.7744765)
06/23/1992 12:00:00 AM,Ochlerotatus,punctor,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
07/03/2018 12:00:00 AM,Aedes,vexans,Female,,42,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
07/19/2016 12:00:00 AM,Aedes,vexans,Female,,40,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
08/11/2015 12:00:00 AM,Culiseta,inornata,Female,,5,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/11/2015 12:00:00 AM,Aedes,vexans,Female,,37,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
07/26/2016 12:00:00 AM,Male,UnID,Male,UnID,128,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
05/13/1997 12:00:00 AM,Culiseta,alaskaensis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
06/27/2017 12:00:00 AM,Male,UnID,Male,UnID,8,Outer Community-North,,Outer,53.77447650,-113.58571530,POINT (-113.5857153 53.7744765)
09/24/2013 12:00:00 AM,Male,UnID,Male,UnID,98,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
09/05/2017 12:00:00 AM,Aedes,dorsalis,Female,,1,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
08/18/2015 12:00:00 AM,Aedes,vexans,Female,,35,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
09/18/2018 12:00:00 AM,Male,UnID,Male,UnID,6,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.559020000000004)
07/10/2001 12:00:00 AM,Anopheles,earlei,Female,,4,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
06/24/2014 12:00:00 AM,Aedes,vexans,Female,,70,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/26/2014 12:00:00 AM,Aedes,dorsalis,Female,,2,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
07/24/2012 12:00:00 AM,Male,UnID,Male,UnID,3,Outer Community-South2,,Outer,53.26243000,-113.53731000,POINT (-113.53731 53.26243)
05/28/2013 12:00:00 AM,Misc,UnID,Female,UnID,9,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
09/26/2017 12:00:00 AM,Male,UnID,Male,UnID,6,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/20/2013 12:00:00 AM,Aedes,vexans,Female,,7,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
05/23/2017 12:00:00 AM,Male,UnID,Male,UnID,15,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/02/2015 12:00:00 AM,Male,UnID,Male,UnID,15,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
07/23/2013 12:00:00 AM,Culex,tarsalis,Female,,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
07/24/2012 12:00:00 AM,Anopheles,earlei,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
05/14/2013 12:00:00 AM,Male,UnID,Male,UnID,3,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
09/09/2014 12:00:00 AM,Aedes,dorsalis,Female,,1,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
09/06/2016 12:00:00 AM,Anopheles,earlei,Female,,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/05/2014 12:00:00 AM,Male,UnID,Male,UnID,4,Outer Community-GC1-North East,,Outer,53.73069000,-113.27288000,POINT (-113.27288 53.73069)
06/04/2013 12:00:00 AM,Male,UnID,Male,UnID,28,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/27/2013 12:00:00 AM,Male,UnID,Male,UnID,137,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
09/20/2016 12:00:00 AM,Culex,tarsalis,Female,,2,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
07/08/2014 12:00:00 AM,Aedes,spp.,Female,UnID,7,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
05/31/2011 12:00:00 AM,Ochlerotatus,spencerii,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
09/24/2013 12:00:00 AM,Male,UnID,Male,UnID,10,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
07/11/2017 12:00:00 AM,Aedes,vexans,Female,,54,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/19/2012 12:00:00 AM,Male,UnID,Male,UnID,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/22/2017 12:00:00 AM,Male,UnID,Male,UnID,19,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/26/1990 12:00:00 AM,Culiseta,minnesotae,Female,,2,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
06/28/2011 12:00:00 AM,Anopheles,earlei,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
06/02/1998 12:00:00 AM,Male,UnID,Male,UnID,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
07/16/2002 12:00:00 AM,Aedes,dorsalis,Female,,17,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
06/14/2016 12:00:00 AM,Male,UnID,Male,UnID,37,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
08/12/2014 12:00:00 AM,Culiseta,incidens,Female,,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/19/2018 12:00:00 AM,Ochlerotatus,flavescens,Female,,6,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
08/15/2017 12:00:00 AM,Anopheles,earlei,Female,,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
06/24/1997 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,5,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
09/04/2018 12:00:00 AM,Aedes,vexans,Female,,4,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
08/09/2011 12:00:00 AM,Aedes,dorsalis,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
08/19/2014 12:00:00 AM,Culiseta,inornata,Female,,3,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
06/20/2017 12:00:00 AM,Ochlerotatus,euedes,Female,,1,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
09/30/2014 12:00:00 AM,Male,UnID,Male,UnID,19,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
08/10/1999 12:00:00 AM,Ochlerotatus,canadensis,Female,,1,River Valley-GC2-East,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
07/08/2003 12:00:00 AM,Male,UnID,Male,UnID,22,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
09/10/2013 12:00:00 AM,Culex,territans,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
06/11/1991 12:00:00 AM,Culiseta,alaskaensis,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
08/21/2001 12:00:00 AM,Anopheles,earlei,Female,,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
08/11/2020 12:00:00 AM,Culex,pipiens/restuans,Female,,1,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
07/23/1991 12:00:00 AM,Aedes,dorsalis,Female,,4,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
05/22/2012 12:00:00 AM,Culiseta,alaskaensis,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
08/28/1990 12:00:00 AM,Ochlerotatus,cinereus,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
07/04/2006 12:00:00 AM,Culiseta,alaskaensis,Female,,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
09/25/1990 12:00:00 AM,Culiseta,minnesotae,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
06/30/1998 12:00:00 AM,Culiseta,inornata,Female,,7,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
07/24/2018 12:00:00 AM,Aedes,dorsalis,Female,,2,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
06/27/2000 12:00:00 AM,Culiseta,spp.,Female,UnID,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
06/03/1997 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
07/12/2011 12:00:00 AM,Ochlerotatus,riparius,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
09/15/2015 12:00:00 AM,Male,UnID,Male,UnID,5,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
09/05/2017 12:00:00 AM,Ochlerotatus,flavescens,Female,,1,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
05/12/1998 12:00:00 AM,Culiseta,alaskaensis,Female,,2,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
05/13/1997 12:00:00 AM,Culiseta,morsitans,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
06/15/2010 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,1,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
08/22/2017 12:00:00 AM,Culex,tarsalis,Female,,1,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
08/13/2013 12:00:00 AM,Aedes,vexans,Female,,129,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/23/1998 12:00:00 AM,Anopheles,earlei,Female,,2,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
07/19/2011 12:00:00 AM,Ochlerotatus,excrucians,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
07/02/1991 12:00:00 AM,Anopheles,earlei,Female,,8,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
06/26/2007 12:00:00 AM,Ochlerotatus,flavescens,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
07/03/2001 12:00:00 AM,Aedes,vexans,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
07/25/2000 12:00:00 AM,Culiseta,morsitans,Female,,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
08/05/2014 12:00:00 AM,Culiseta,inornata,Female,,20,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
07/30/1996 12:00:00 AM,Ochlerotatus,fitchii,Female,,3,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
07/02/1996 12:00:00 AM,Ochlerotatus,euedes,Female,,9,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048000000001 53.5242058)
08/20/2013 12:00:00 AM,Aedes,spp.,Female,UnID,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/17/2003 12:00:00 AM,Aedes,dorsalis,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
07/31/2007 12:00:00 AM,Ochlerotatus,euedes,Female,,2,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
08/07/2012 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
07/14/1998 12:00:00 AM,Culiseta,inornata,Female,,7,River Valley-GC1-East,,Core,53.56151400,-113.43811190,POINT (-113.4381119 53.561514)
06/13/2017 12:00:00 AM,Male,UnID,Male,UnID,8,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
06/07/2016 12:00:00 AM,Aedes,vexans,Female,,11,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
08/09/2011 12:00:00 AM,Culex,tarsalis,Female,,10,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
08/28/2007 12:00:00 AM,Culiseta,inornata,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
06/05/2001 12:00:00 AM,Culiseta,impatiens,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
06/21/2016 12:00:00 AM,Culiseta,inornata,Female,,6,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
09/27/2016 12:00:00 AM,Ochlerotatus,flavescens,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
09/04/1990 12:00:00 AM,Aedes,vexans,Female,,18,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
07/15/2014 12:00:00 AM,Culiseta,inornata,Female,,2,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
05/26/1998 12:00:00 AM,Ochlerotatus,excrucians,Female,,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
05/15/2018 12:00:00 AM,Culiseta,alaskaensis,Female,,2,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
08/17/1999 12:00:00 AM,Culex,tarsalis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
07/29/2008 12:00:00 AM,Male,UnID,Male,UnID,10,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
06/11/1991 12:00:00 AM,Ochlerotatus,cinereus,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
07/17/2018 12:00:00 AM,Culex,tarsalis,Female,,9,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
09/22/2009 12:00:00 AM,Ochlerotatus,excrucians,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
07/14/2015 12:00:00 AM,Culiseta,inornata,Female,,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
07/30/2013 12:00:00 AM,Culiseta,impatiens,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
07/29/2008 12:00:00 AM,Male,UnID,Male,UnID,28,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
07/08/2014 12:00:00 AM,Culiseta,alaskaensis,Female,,2,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
06/07/2016 12:00:00 AM,Culiseta,inornata,Female,,7,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
07/29/1997 12:00:00 AM,Anopheles,earlei,Female,,1,River Valley-GC1-East,,Core,53.56151400,-113.43811190,POINT (-113.4381119 53.561514)
06/20/2017 12:00:00 AM,Ochlerotatus,fitchii,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
09/05/2017 12:00:00 AM,Male,UnID,Male,UnID,16,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
08/29/2017 12:00:00 AM,Culex,territans,Female,,2,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
09/09/2014 12:00:00 AM,Culiseta,minnesotae,Female,,4,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
05/22/2007 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,17,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
07/08/2014 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,7,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
05/12/1992 12:00:00 AM,Ochlerotatus,implicatus,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
08/21/2018 12:00:00 AM,Ochlerotatus,flavescens,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
08/16/2011 12:00:00 AM,Aedes,spp.,Female,UnID,1,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
06/11/1991 12:00:00 AM,Aedes,vexans,Female,,1384,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
08/15/2017 12:00:00 AM,Ochlerotatus,Banded legs,Female,UnID,1,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
08/21/2012 12:00:00 AM,Culiseta,inornata,Female,,43,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
08/02/2016 12:00:00 AM,Anopheles,earlei,Female,,7,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156000000002 53.33774)
08/02/2016 12:00:00 AM,Mansonia,perturbans,Female,,3,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
05/12/1998 12:00:00 AM,Culiseta,alaskaensis,Female,,4,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
07/23/2013 12:00:00 AM,Aedes,vexans,Female,,156,Outer Community-North,,Outer,53.77447650,-113.58571530,POINT (-113.5857153 53.7744765)
07/10/2012 12:00:00 AM,Aedes,vexans,Female,,4,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
06/21/2016 12:00:00 AM,Ochlerotatus,fitchii,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
09/11/2012 12:00:00 AM,Culiseta,inornata,Female,,6,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
07/12/2011 12:00:00 AM,Male,UnID,Male,UnID,79,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
07/12/2011 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,19,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
08/10/1999 12:00:00 AM,Culiseta,morsitans,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
05/30/2017 12:00:00 AM,Male,UnID,Male,UnID,11,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
08/03/2010 12:00:00 AM,Aedes,vexans,Female,,40,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
08/20/1996 12:00:00 AM,Ochlerotatus,spencerii,Female,,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
08/28/2018 12:00:00 AM,Male,UnID,Male,UnID,91,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
07/24/2007 12:00:00 AM,Anopheles,earlei,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
07/02/1996 12:00:00 AM,Ochlerotatus,flavescens,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
07/09/2002 12:00:00 AM,Culiseta,inornata,Female,,14,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
09/13/2005 12:00:00 AM,Culiseta,inornata,Female,,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.58141700000001)
09/27/2016 12:00:00 AM,Aedes,vexans,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
05/29/2018 12:00:00 AM,Ochlerotatus,flavescens,Female,,1,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
07/01/2014 12:00:00 AM,Aedes,dorsalis,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
08/16/1994 12:00:00 AM,Anopheles,earlei,Female,,2,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
07/14/2015 12:00:00 AM,Male,UnID,Male,UnID,112,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
06/22/1993 12:00:00 AM,Ochlerotatus,excrucians,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
07/07/2015 12:00:00 AM,Ochlerotatus,excrucians,Female,,1,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156000000002 53.33774)
09/05/2017 12:00:00 AM,Aedes,vexans,Female,,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.22135870000001 53.6067218)
06/04/2002 12:00:00 AM,Male,UnID,Male,UnID,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
07/16/2002 12:00:00 AM,Ochlerotatus,euedes,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
07/02/1996 12:00:00 AM,Ochlerotatus,euedes,Female,,3,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
07/29/1997 12:00:00 AM,Ochlerotatus,Black legs,Female,UnID,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
09/03/1991 12:00:00 AM,Culiseta,inornata,Female,,12,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
